age,Working Section,Financial Weight,education,education-num,Marriage Status,occupation,Relationship Status,Skin Color,Gender,Capital Gain,Capital Loss,hours-per-week,Country,id,Predictions
33,Private,288398,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,25654,Poor
40,State Govenment,175304,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,29938,Poor
57,Private,141326,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,1257,Rich
33,Private,192286,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,52,United-States,24070,Poor
48,Private,131826,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,11638,Rich
37,Private,191137,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Male,0,0,25,United-States,13316,Poor
44,Self Employed No Inc,277783,Masters,14,No Marriage,Farming-fishing,Own-child,White,Male,0,0,99,United-States,10468,Poor
51,Private,334679,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,26777,Poor
51,State Govenment,42017,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,26194,Poor
34,Private,123084,11th,7,Married Civilian,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,16158,Poor
43,Local Government,144778,HS-grad,9,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,?,14577,Poor
25,Private,267284,HS-grad,9,No Marriage,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,15676,Poor
31,Private,318647,11th,7,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,7212,Poor
41,Private,239833,HS-grad,9,Married but Spouse Absent,Transport-moving,Unmarried,Black,Male,0,0,50,United-States,31246,Poor
29,Self Employed No Inc,337505,Some-college,10,Married Civilian,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,7507,Poor
28,?,113635,11th,7,No Marriage,?,Not-in-family,White,Male,0,0,30,United-States,19546,Poor
25,Private,145434,Some-college,10,No Marriage,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,13242,Poor
19,Private,184737,HS-grad,9,No Marriage,Other-service,Own-child,White,Female,0,1721,40,United-States,14868,Poor
30,Private,203488,HS-grad,9,No Marriage,Craft-repair,Own-child,White,Male,0,0,50,United-States,28485,Poor
50,Private,215990,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,17049,Rich
28,Private,132078,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,10168,Poor
26,Private,137678,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,9949,Poor
60,Private,198170,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,45,United-States,13112,Rich
63,State Govenment,109735,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,9597,Poor
27,Private,177761,Some-college,10,Married Civilian,Farming-fishing,Husband,Other,Male,0,0,50,United-States,9346,Poor
23,Private,169104,Some-college,10,No Marriage,Sales,Own-child,Asian-Pac-Islander,Male,0,0,25,United-States,12676,Poor
26,Private,144483,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,594,0,35,United-States,12825,Poor
22,Private,173736,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,32395,Poor
20,Private,217807,Some-college,10,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,2307,Poor
26,?,176077,Some-college,10,No Marriage,?,Unmarried,White,Female,0,0,40,United-States,4884,Poor
44,Private,227399,Assoc-voc,11,Married Civilian,Exec-managerial,Husband,Black,Male,0,0,40,United-States,7248,Poor
57,Local Government,118481,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,1902,40,United-States,5053,Rich
22,Private,180449,Some-college,10,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,28,United-States,13086,Poor
19,Private,430471,11th,7,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,4098,Poor
44,Private,346594,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,17617,Poor
36,Private,218490,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,45,Germany,25271,Rich
42,Local Government,199095,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,11973,Poor
90,Private,175491,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,9386,0,50,Ecuador,10545,Rich
38,Private,91039,Masters,14,Married Civilian,Exec-managerial,Husband,White,Male,0,0,65,United-States,29900,Rich
34,Private,224358,10th,6,No Marriage,Other-service,Unmarried,Black,Female,0,0,40,United-States,9230,Poor
27,Private,295289,Some-college,10,No Marriage,Other-service,Own-child,Black,Female,0,0,30,United-States,27367,Poor
46,Private,377401,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,1902,70,Canada,6337,Rich
35,Self Employed No Inc,225399,HS-grad,9,No Marriage,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States,4533,Rich
20,Private,109952,HS-grad,9,Married Civilian,Tech-support,Other-relative,White,Male,0,0,40,United-States,13990,Poor
18,Private,362302,12th,8,No Marriage,Other-service,Own-child,White,Male,0,0,15,United-States,16775,Poor
39,Private,202683,Bachelors,13,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,31120,Poor
30,?,205418,HS-grad,9,Married Civilian,?,Wife,White,Female,0,0,20,United-States,28344,Poor
64,?,178724,HS-grad,9,Married Civilian,?,Wife,White,Female,0,0,20,United-States,11198,Poor
32,Private,106541,5th-6th,3,Married Civilian,Other-service,Other-relative,White,Male,0,0,40,United-States,15363,Poor
28,Private,273269,Some-college,10,No Marriage,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,31119,Poor
39,Police,232036,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,32260,Rich
46,Private,186172,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,3103,0,40,United-States,25632,Rich
37,Self Employed + Inc,30529,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,2415,50,United-States,16797,Rich
32,Private,54782,Some-college,10,No Marriage,Prof-specialty,Own-child,White,Female,0,0,40,United-States,19232,Poor
27,Private,205188,10th,6,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,6719,Poor
35,Private,240389,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,43,United-States,18653,Rich
30,Private,425627,Some-college,10,No Marriage,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,4391,Poor
76,Private,97077,10th,6,Widowed,Sales,Unmarried,Black,Female,0,0,12,United-States,4759,Poor
33,Private,409172,Bachelors,13,Married Civilian,Exec-managerial,Own-child,White,Male,0,0,55,United-States,9982,Poor
39,Private,127772,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,10392,Poor
27,Private,21856,Some-college,10,No Marriage,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,25791,Poor
47,Private,85129,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,2060,Poor
22,Private,203182,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,43,United-States,20573,Poor
17,Private,218361,10th,6,No Marriage,Other-service,Own-child,White,Female,0,1602,12,United-States,27429,Poor
23,Private,202989,HS-grad,9,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,29020,Poor
23,Private,38251,HS-grad,9,No Marriage,Other-service,Own-child,White,Female,0,0,40,United-States,8695,Poor
50,Private,138358,10th,6,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,47,Jamaica,23910,Poor
43,Private,212847,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,25314,Poor
27,Private,109165,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,60,United-States,4494,Poor
54,Private,146551,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,54,United-States,31505,Rich
55,Local Government,165695,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,20739,Poor
35,State Govenment,225385,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,21632,Poor
42,State Govenment,202011,Some-college,10,No Marriage,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,12683,Poor
41,Private,266510,HS-grad,9,No Marriage,Other-service,Own-child,White,Male,0,0,40,United-States,4296,Poor
20,Local Government,163965,HS-grad,9,No Marriage,Other-service,Unmarried,Black,Female,0,0,40,United-States,24852,Poor
64,Self Employed + Inc,272531,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,31475,Rich
25,Private,194897,HS-grad,9,No Marriage,Sales,Own-child,Amer-Indian-Eskimo,Male,6849,0,40,United-States,16213,Poor
35,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States,230,Poor
56,Private,437727,9th,5,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,31709,Poor
35,Private,189623,Doctorate,16,Married Civilian,Exec-managerial,Husband,White,Male,0,0,45,United-States,10831,Rich
46,Private,62793,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,2467,Poor
20,Private,223515,Some-college,10,No Marriage,Other-service,Own-child,White,Male,0,0,40,United-States,11256,Poor
23,Private,179413,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,5738,Poor
65,?,192825,7th-8th,4,Married Civilian,?,Husband,White,Male,0,0,25,United-States,32073,Poor
31,Private,279680,Some-college,10,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,26730,Poor
44,Private,187821,Bachelors,13,Married Civilian,Transport-moving,Husband,White,Male,0,0,55,United-States,32348,Poor
36,Private,153066,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,25808,Rich
42,Local Government,222596,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,7843,Rich
35,Private,297767,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,8889,Poor
52,Police,38973,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,22989,Poor
29,Private,78261,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,29556,Poor
38,State Govenment,22245,Doctorate,16,Married Civilian,Prof-specialty,Husband,White,Male,0,0,45,United-States,13924,Rich
39,Local Government,249392,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,72,United-States,25822,Poor
56,Self Employed No Inc,220187,Some-college,10,Married Civilian,Other-service,Husband,White,Male,0,0,45,United-States,17227,Rich
43,Local Government,118600,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,625,40,United-States,4504,Poor
26,Private,200681,HS-grad,9,No Marriage,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,22209,Poor
43,Private,55395,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,15488,Poor
22,Private,54825,HS-grad,9,No Marriage,Sales,Not-in-family,White,Male,0,0,40,United-States,23168,Poor
64,Private,169871,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,45,United-States,818,Poor
46,Private,191204,Assoc-voc,11,No Marriage,Exec-managerial,Own-child,White,Female,0,0,40,United-States,24611,Poor
46,Self Employed No Inc,254291,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,60,United-States,3039,Rich
40,Private,154374,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,32557,Rich
36,Private,184659,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,15642,Rich
63,Self Employed No Inc,26904,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,98,United-States,2920,Poor
35,Private,296478,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,28212,Poor
26,Local Government,166295,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,2339,55,United-States,1524,Poor
63,Self Employed + Inc,110610,10th,6,Married Civilian,Farming-fishing,Husband,White,Male,0,0,50,United-States,21151,Poor
43,Self Employed + Inc,62026,Prof-school,15,Married Civilian,Exec-managerial,Husband,White,Male,99999,0,40,United-States,31972,Rich
34,Private,203357,Some-college,10,No Marriage,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,27677,Poor
37,Private,148143,HS-grad,9,No Marriage,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,30581,Poor
50,Private,200618,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,7518,Poor
38,Private,43770,Some-college,10,Separated,Other-service,Not-in-family,White,Female,4650,0,72,United-States,23473,Poor
51,Private,215404,Bachelors,13,Married Civilian,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,15024,0,40,United-States,25195,Rich
32,Police,164707,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,0,0,40,United-States,12012,Rich
28,Private,162404,Bachelors,13,No Marriage,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,16582,Poor
29,Local Government,289991,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,United-States,6980,Poor
20,Private,121568,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,3498,Poor
32,Private,204792,11th,7,Married Civilian,Farming-fishing,Husband,White,Male,0,0,40,United-States,27384,Poor
35,Private,142874,Assoc-acdm,12,Married but Spouse Absent,Sales,Own-child,Black,Female,0,0,36,United-States,19343,Poor
47,Private,454989,HS-grad,9,Married Civilian,Exec-managerial,Wife,White,Female,0,0,40,United-States,6686,Rich
28,Private,176683,Assoc-voc,11,Married Civilian,Tech-support,Husband,White,Male,0,0,70,United-States,22137,Rich
31,Private,173350,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Female,0,0,30,United-States,21612,Poor
23,Private,216639,Bachelors,13,No Marriage,Tech-support,Not-in-family,White,Female,0,0,40,United-States,18950,Poor
26,State Govenment,126327,Assoc-acdm,12,No Marriage,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,17995,Poor
28,Private,122540,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,20418,Poor
43,Police,92775,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,18334,Poor
25,Private,220220,11th,7,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,24135,Poor
43,Private,193494,10th,6,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,4529,Poor
46,Private,97883,Bachelors,13,No Marriage,Sales,Not-in-family,White,Female,0,0,35,United-States,3542,Poor
29,Private,107458,Bachelors,13,No Marriage,Sales,Not-in-family,White,Male,0,0,50,United-States,4490,Poor
36,Private,398931,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,1485,50,United-States,4897,Rich
34,Private,182926,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,43,United-States,17614,Rich
18,Private,214617,Some-college,10,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,6657,Poor
28,Private,116372,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,13048,Poor
32,Private,96016,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,3601,Poor
46,Private,28225,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,0,0,58,United-States,7899,Poor
41,Private,306405,Some-college,10,Married Civilian,Tech-support,Wife,White,Female,0,0,40,United-States,23518,Poor
41,Private,209547,HS-grad,9,No Marriage,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,8578,Poor
34,Private,192002,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,8397,Rich
26,Private,242768,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,20743,Poor
47,Self Employed + Inc,173783,Bachelors,13,Married Civilian,Sales,Husband,White,Male,15024,0,60,United-States,7497,Rich
28,Private,416577,HS-grad,9,Married Civilian,Craft-repair,Husband,Black,Male,2829,0,40,United-States,23640,Poor
36,State Govenment,345712,HS-grad,9,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,32069,Poor
23,Local Government,203078,Some-college,10,Married Civilian,Protective-serv,Husband,Black,Male,0,0,40,United-States,32191,Poor
65,Police,23494,Some-college,10,Married Civilian,Exec-managerial,Husband,Black,Male,0,2174,40,United-States,27771,Rich
51,Self Employed + Inc,162943,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,23422,Rich
40,Private,164647,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,19596,Poor
41,Private,111891,HS-grad,9,Separated,Machine-op-inspct,Other-relative,Black,Female,0,0,40,United-States,8519,Poor
51,?,147015,Some-college,10,Divorced,?,Not-in-family,Black,Male,0,0,50,United-States,21422,Poor
39,Private,58972,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,1506,0,40,United-States,23486,Poor
30,Private,231826,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,21733,Rich
40,Private,33331,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,0,0,50,United-States,7929,Poor
84,Private,132806,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States,15662,Poor
73,?,132737,10th,6,No Marriage,?,Not-in-family,White,Male,0,0,4,United-States,4464,Poor
28,Private,111520,11th,7,No Marriage,Machine-op-inspct,Unmarried,White,Female,0,0,40,Nicaragua,25594,Poor
31,Police,386331,HS-grad,9,Married Civilian,Adm-clerical,Husband,Black,Male,0,0,50,United-States,9880,Poor
59,Private,380357,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,5691,Poor
